861847.6523,coarse_grained,1,0
538854.6454,coarse_grained,4,0
540459.311,coarse_grained,6,0
546081.4186,coarse_grained,8,0
558039.4408,coarse_grained,10,0
542318.3633,coarse_grained,12,0
416145.927,coarse_grained,1,10
299493.5065,coarse_grained,4,10
291775.7243,coarse_grained,6,10
293145.2821,coarse_grained,8,10
288404.1916,coarse_grained,10,10
282517.9641,coarse_grained,12,10
599093.4533,coarse_grained,1,100
301012.987,coarse_grained,4,100
262186.2207,coarse_grained,6,100
253423.365,coarse_grained,8,100
231683.6327,coarse_grained,10,100
241619.2615,coarse_grained,12,100
193414.0859,hands_over_hands,1,0
54215.78422,hands_over_hands,4,0
78295.05741,hands_over_hands,6,0
99334.49825,hands_over_hands,8,0
104302.8942,hands_over_hands,10,0
106868.3292,hands_over_hands,12,0
190932.0679,hands_over_hands,1,10
65459.31103,hands_over_hands,4,10
90750.87369,hands_over_hands,6,10
106616.7665,hands_over_hands,8,10
119051.3716,hands_over_hands,10,10
109828.9277,hands_over_hands,12,10
191603.3966,hands_over_hands,1,100
61395.1049,hands_over_hands,4,100
91726.41038,hands_over_hands,6,100
105283.9321,hands_over_hands,8,100
117076.8463,hands_over_hands,10,100
117521.9561,hands_over_hands,12,100
571750.8737,lazy_linked_list,1,0
2229166.833,lazy_linked_list,4,0
3380298.552,lazy_linked_list,6,0
5215685.13,lazy_linked_list,8,0
6568908.229,lazy_linked_list,10,0
7097437.905,lazy_linked_list,12,0
391374.6254,lazy_linked_list,1,10
1131243.257,lazy_linked_list,4,10
1269632.551,lazy_linked_list,6,10
1553815.960,lazy_linked_list,8,10
1893065.337,lazy_linked_list,10,10
1798547.264,lazy_linked_list,12,10
457883.1169,lazy_linked_list,1,100
1027212.681,lazy_linked_list,4,100
1093862.706,lazy_linked_list,6,100
1479616.766,lazy_linked_list,8,100
1544459.082,lazy_linked_list,10,100
1683721.696,lazy_linked_list,12,100
